"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          64,      -4.954238754,      -4.408595438,      -4.768871304,      -4.662215906,      -5.378387766,      -2.436371422,   3.696214058e-06,      0.3244067857,                 3,                 3,                 3,              0.75,       1.876761808,     -0.4314586802,      0.0491354572,    0.001203173748,      0.3278362294,     0.02244751078,       1.876761808,      0.0491354572,     -0.4314586802,     -0.2298952794
          0,           0,          65,      -4.953987334,      -4.415581146,      -4.778147546,      -4.669985686,      -5.363541181,      -2.445532259,   3.702415133e-06,      0.3248665238,                 3,                 3,                 3,              0.75,       1.865450597,     -0.4040899155,     0.04375895752,   0.0008858441459,      0.3248743102,     0.02156589614,       1.865450597,     0.04375895752,     -0.4040899155,     -0.2166178596
          0,           0,          66,       -4.95315956,      -4.422256387,      -4.787886209,      -4.678277194,       -5.34832528,      -2.453606357,   3.708770861e-06,      0.3253374385,                 3,                 3,                 3,              0.75,       1.854157093,     -0.3779954588,     0.03840155349,   0.0005543477516,      0.3216443748,     0.02072894767,       1.854157093,     0.03840155349,     -0.3779954588,      -0.203863772
          0,           0,          67,      -4.951820026,      -4.428613706,      -4.798080529,      -4.687100822,      -5.336863346,      -2.460823872,    3.71528711e-06,      0.3258199439,                 3,                 3,                 3,              0.75,       1.842852513,     -0.3531983631,     0.03308850323,   0.0002101453131,      0.3181599111,     0.01993741063,       1.842852513,     0.03308850323,     -0.3531983631,      -0.191658508
          0,           0,          68,      -4.950030069,      -4.434646819,      -4.808722777,      -4.696468262,      -5.328577356,      -2.467402465,   3.721967968e-06,      0.3263143217,                 3,                 3,                 3,              0.75,       1.831514811,     -0.3297161359,     0.02784303873,  -0.0001452384473,      0.3144352774,     0.01919154363,       1.831514811,     0.02784303873,     -0.3297161359,     -0.1800237345
          0,           0,          69,      -4.947846729,       -4.44035591,      -4.819804577,      -4.706392312,      -5.327312372,      -2.473614387,   3.728815774e-06,      0.3268207246,                 3,                 3,                 3,              0.75,        1.82012818,     -0.3075609437,     0.02268628308,  -0.0005102279448,       0.310485499,     0.01849116282,        1.82012818,     0.02268628308,     -0.3075609437,     -0.1689776287
          0,           0,          70,      -4.945321677,      -4.445739094,      -4.831315179,      -4.716883205,      -5.326733759,      -2.480125274,   3.735831181e-06,      0.3273391809,                 3,                 3,                 3,              0.75,        1.80868267,     -0.2867398137,     0.01763711733,  -0.0008832045619,      0.3063260683,     0.01783568923,        1.80868267,     0.01763711733,     -0.2867398137,     -0.1585351696
          0,           0,          71,       -4.94250363,      -4.450803628,      -4.843239919,      -4.727948087,      -5.323985478,      -2.486463169,   3.743013236e-06,      0.3278696006,                 3,                 3,                 3,              0.75,       1.797173658,     -0.2672548697,     0.01271202491,   -0.001262514416,      0.3019727677,     0.01722417247,       1.797173658,     0.01271202491,     -0.2672548697,     -0.1487084281
          0,           0,          72,      -4.939437031,      -4.455564473,      -4.855556736,      -4.739589866,      -5.320117153,       -2.49280357,   3.750359423e-06,       0.328411779,                 3,                 3,                 3,              0.75,       1.785601391,     -0.2491035846,    0.007925053445,   -0.001646474592,      0.2974415554,     0.01665531156,       1.785601391,    0.007925053445,     -0.2491035846,     -0.1395068271
          0,           0,          73,      -4.936163206,      -4.460043499,      -4.868232784,      -4.751805119,      -5.315647824,      -2.499617199,   3.757865761e-06,      0.3289654045,                 3,                 3,                 3,              0.75,       1.773970568,     -0.2322789537,    0.003287824049,   -0.002033385455,      0.2927484152,     0.01612749771,       1.773970568,    0.003287824049,     -0.2322789537,      -0.130937321
          0,           0,          74,      -4.932721051,      -4.464255754,      -4.881215562,      -4.764581468,      -5.310627415,      -2.508799882,   3.765526929e-06,      0.3295300677,                 3,                 3,                 3,              0.75,       1.762289893,     -0.2167697308,    -0.00119045338,    -0.00242154086,      0.2879092392,      0.0156388505,       1.762289893,    -0.00119045338,     -0.2167697308,     -0.1230045815
          0,           0,          75,      -4.929147181,      -4.468217478,      -4.894438125,      -4.777894057,      -5.305333294,      -2.518121115,   3.773336397e-06,      0.3301052716,                 3,                 3,                 3,              0.75,       1.750571703,     -0.2025606225,   -0.005502933329,     -0.0028092364,      0.2829397532,     0.01518724354,       1.750571703,   -0.005502933329,     -0.2025606225,     -0.1157111258
          0,           0,          76,      -4.925476408,      -4.471954191,      -4.907794878,      -4.791700135,      -5.299963124,      -2.527418319,   3.781286564e-06,      0.3306904419,                 3,                 3,                 3,              0.75,        1.73883149,     -0.1896325207,   -0.009645051347,   -0.003194778801,      0.2778554462,     0.01477035109,        1.73883149,   -0.009645051347,     -0.1896325207,     -0.1090574456
          0,           0,          77,      -4.921743328,      -4.475497662,      -4.921152875,      -4.805937162,       -5.29466415,       -2.53738628,   3.789368878e-06,       0.331284936,                 3,                 3,                 3,              0.75,        1.72708749,     -0.1779627122,    -0.01361442666,   -0.003576497373,      0.2726715096,     0.01438568453,        1.72708749,    -0.01361442666,     -0.1779627122,     -0.1030420944
          0,           0,          78,      -4.917981918,      -4.478867853,      -4.934348517,      -4.820516098,      -5.289545376,      -2.547877704,   3.797573979e-06,      0.3318880539,                 3,                 3,                 3,              0.75,       1.715360277,     -0.1675250803,    -0.01741078068,   -0.003952754645,      0.2674027866,     0.01403063032,       1.715360277,    -0.01741078068,     -0.1675250803,    -0.09766174635
          0,           0,          79,      -4.914226039,      -4.482127472,       -4.94717288,      -4.835318215,      -5.284676718,        -2.5585483,   3.805891846e-06,       0.332499049,                 3,                 3,                 3,              0.75,       1.703672367,     -0.1582903224,    -0.02103576871,   -0.004321957727,      0.2620637326,      0.0137024909,       1.703672367,    -0.02103576871,     -0.1582903224,    -0.09291124602
